full_text,sentimen,kategori
"mutu pendidikan di daerah sudah kembali ke angka 90%, jd Pada saat pandemi COVID-19, mutu pendidikan di angka 80%  dan sekarang sudah 90 % karena sudah mulai normal",positif,Comitment
"MENTERI Pendidikan, Kebudayaan, Riset, dan Teknologi (Mendikbudristek) Nadiem Makarim positif terpapar Covid-19. Hal itu dinyatakan Nadiem saat mengikuti rapat kerja dengan Komisi X DPR RI secara virtual, Selasa (30/8).  https://t.co/pGY54yjJAY",positif,Confidience
"@AndiSinulingga Terus photo yg elo posting apa ada efeknya utk kebutuhan hidup masyarakat.

Menteri Pendidikan yg sekarang bukan Rektor, beliau mampu bekerja saat covid terjadi selama 2 Tahun.
Bandingkan dgn mantan Rektor saat menjadi Menteri Pendidikan dan langsung dipecat.😄😄😄😄😄😄😄😄😄😄",negatif,Composure
"Menteri Pendidikan, Nadiem Anwar Makarim mengatakan pandemi telah membawa momen refleksi bagi sistem pendidikan.
Pandemi COVID-19 telah membawa momen refleksi kepada berbagai pihak mengenai tantangan sistem pendidikan yg dihadapi dunia saat ini.
@jokowi Gaspol Pendidikan https://t.co/r7gXoiCsm2",negatif,Confidience
Nasib Pendidikan Saat Pandemi COVID-19 - https://t.co/9uGZ6ikGCo https://t.co/wZ93TbqW3o,negatif,Comitment
"Presiden @jokowi mengakui bahwa pandemi COVID-19 telah ikut mempercepat terbentuknya pola pendidikan yang berbasis teknologi. Untuk itu, saat ini Indonesia harus bisa menjadi bagian dari produsen teknologi.
Transformasi Digital
#IndonesiaRoadTo5G

@kemkominfo
@PlateJohnny https://t.co/SrP2jvYvpr",negatif,Composure
"Satuan pendidikan di tingkat PAUD hingga SD tak memaksakan diri untuk menggelar pembelajaran tatap muka. Sebab, hingga saat ini belum ada vaksin Covid-19 yang bisa disuntikkan kepada kelompok umur di bawah 12 tahun. https://t.co/j3KwZu7sqV",positif,Control 
"RUU IKN? Saat Negara masih belum keluar dari darurat kesehatan nasional, pandemi covid-19, mestinya prioritas Negara adalah atasi covid-19 dengan segala dampaknya (ekonomi, sosial, kesehatan,’pendidikan dll), bukan malah membahas RUU untuk memindahkan Ibukota Indonesia.",positif,Comitment
"PKS mengkritisi RUU tentang Ibu Kota Negara. ""Kami memberikan catatan agar pada saat ini kita jangan dulu membahas RUU tentang Ibu Kota Negara,"" ungkap Aleg FPKS @lediahanifa 
https://t.co/8Xhmkg5HRO",positif,Comitment
"Tiap sy foto outdoor, semua di dlm domain pendidikan, artinya sy foto saat antar anak sekolah musik, antar terapi Logopedista &amp; Neuropsichiatria.
Krn di Italia, pendidikan SD &amp; informal tetap berjalan dgn protap ketat.
Bukan nekat jln2/piknik ky warga ngehek +62 pas Covid longgar https://t.co/oaNSqcBoiS",positif,Confidience
"Upaya mencetak SDM Indonesia yang unggul tak boleh surut dan berhenti meski dilanda pandemi COVID-19. Presiden @jokowi memandang bahwa situasi pandemi saat ini justru merupakan momentum tepat untuk memperbaiki ekosistem pendidikan nasional.

https://t.co/sSc8AEGxlP https://t.co/udmr5W8P9P",negatif,Composure
"Menurut Kang @a_wahyuwijaya, bantuan wifi gratis ini wujud kepedulian Partai Demokrat terhadap pendidikan, yang digaungkan melalui Instruksi Ketum @AgusYudhoyono dalam bentuk Gerakan Nasional Partai #DemokratWifiGratis, guna membantu pembelajaran jarak jauh saat pandemi Covid-19. https://t.co/5QWWrzP4pU",positif,Comitment
"Pelayanan Pendidikan saat Covid-19
https://t.co/XPUS74mSQR https://t.co/fUl3ixUS8D",negatif,Composure
"Gerakan Nasional Demokrat WiFi Gratis ini dilkasanakan serentak di seluruh Indonesia, sebagai bentuk kepedulian Demokrat terhadap dunia pendidikan, di mana saat ini para siswa sekolah diharuskan mengikuti pembelajaran jarak jauh (PJJ) akibat pandemi Covid-19.

#WifiGratisDemokrat https://t.co/1rHXSXQ63y",negatif,Composure
"Saran aja kalau pemerintah 
Punya mau. 
Para dokter perawat dan tenaga medis lainya korban tertular covid_19 yang wafat saat berjuang membantu pasien. 
Bukan hanya bintang jasa yg diberikan tapi pendidikan biaya gratis bagi anak anak mereka yg ditinggalkan",positif,Confidience
"Salah satu yang gak seru dari pendidikan online di rumah adalah gak dapet pelajaran kosong, inilah pelajaran yang juga salah satu saat silaturahim terseru di sekolah, semoga Covid segera hilang sehingga anak-anak kita kembali merasakan nikmatnya pelajaran kosong #Hensat",positif,Control 
"Pendidikan di saat Covid 19 seharusnya di eveluasi menyeluruh untuk mengurangi jumlah pelajaran bagi tingkat SD, SMP, SMU, Politeknik &amp; Universitas.Pelajaran mengacu perkembangan industri &amp; ilmu pengetahuan. Giatkan guru atau dosen tamu dari kalangan pakar praktisi sebulan sekali https://t.co/oFRbhJ0gbO",positif,Confidience
"Halo @TaniHitam kaum tani hitam milenial revolusioner. Apakah Drop Out Mahasiswa yg menuntut Biaya Kuliah lebih murah saat pandemi Covid-19 akan mempengaruhi anak kaum tani bisa mengakses pendidikan di perguruan tinggi? @UNAS1949 
#CabutSkDOKrisna https://t.co/zi655ePB1G",negatif,Composure
"Dirut @pln_123 @erickthohir men @KemenBUMN mhn dipertimbangkan listrik untuk lembaga pendidikan saat pandemi covid 19 utk diberikan potongan, mengingat penerimaan turun drastis krn mhsw / siswa yg tdk mampu bayar cukup besar. Yys pendidikan memberikan keringanan, agar dishare jg",positif,Confidience
"Saat Ngopi Bareng lalu, RG bilang, ""dokter yang meninggal saat menangani pandemi Covid bukan meninggal karena Covid tetapi karena kebijakan yang buruk,"" Selengkapnya di https://t.co/DK0wQhrpAu dan sampai ketemu Kamis 14 Mei 2020 Tema pendidikan bersama Prof @fizfirmanzah #Hensat https://t.co/sWewcEK7kv",positif,Composure
"#SahabatMatika, dalam rangka memperingati #hardiknas2020 pada pekan pendidikan Jogja ke-3, UPT Kemdikbud DIY akan menyelenggarakan Webinar dgn tema: Tantangan Penyelenggaraan Pendidikan  saat Pandemi Covid-19,Sabtu 2 Mei 2020.
Untuk lebih detailnya silahkan lihat di gambar. https://t.co/38KxVsAiSR",negatif,Composure
"Jika bu Sri Mulyani mengatasi defisit dengan gunkan dana abadi pendidikan 60 T (miris), Korbanx pasti penerima beasiswa LPDP &amp; sebagian sekolah yg disubsidi.

Saat covid-19 memukul pendapatan ekonomi rakyat, maka wajar jika mendikbud gratiskan biaya pendidikan slama 1 semester.",positif,Control 
Saat ini kegiatan belajar mengajar dalam dunia pendidikan telah diperpanjang oleh pemerintah hingga penyebaran Virus COVID-19 menurun. #BUMNuntukIndonesia #BUMNatasiCorona #UntukIndonesia #SelaluAda https://t.co/Tour1p4r6a,positif,Confidience
"Lagi-lagi, pesantren adalah tempat yg tidak terpengaruh dengan kebijakan yg berkaitan dengan pendidikan. Saat covid, harus online. Pesantren masih tatap muka.
Saat kebijakan sekolah 5 hari, pesantren juga masih sama dgn jadwalnya.",positif,Control 
Pendidikan Saat Pandemi Covid-19 Harus Utamakan Kesehatan dan Psikologis Anak https://t.co/PP9l4loxhC,positif,Control 
Anies Baswedan memberikan beasiswa pendidikan kepada anak nakes yang gugur saat menangani COVID-19. Total ada 28 anak yang tahun ini menerima. https://t.co/qGiNmcrJPz,positif,Confidience
"Ning Ita Puspitasari, Walikota @info_mojokerto berbagi situasi pendidikan saat pandemik #Covid_19 

@FJPINDONESIA x @idntimes https://t.co/dayv8AKNpe",negatif,Composure
"LIVE NOW! Webinar HUT ke-7 IDN Times #7agaSemangat ""Dunia Pendidikan saat Covid-19""

YouTube: https://t.co/VL6H34rCOq
Facebook: https://t.co/320oSFGe0J https://t.co/Py8K6sBkBL",negatif,Composure
"pendapatan sehingga RM3,000 sebulan malah disediakan penginapan yang selesa dengan kemudahan asas serta pendidikan anak-anak juga terjaga. Di saat rakyat Malaysia kurang pekerjaan (akibat pandemik COVID-19) inilah peluang yang terbaik.

#KomunikasiKita
#JabatanPenerangan",negatif,Comitment
"Benar"" Hancur Dunia Kampus dn Pendidikan dgn Keberadaan Pandemi Covid 19 yg Sampai Saat ini Masih Belum Berkurang serta Korupsi Berjamaah Dana Bansos dn di Lembaga BUMN Lainnya.
#PKIHancurkanIndonesia
#PKIHancurkanIndonesia 
 https://t.co/2lgfromsaw",negatif,Composure
"Guru Besar Undiksha Singaraja kritisi proses pendidikan saat COVID-19: Pakar pendidikan dan guru besar dari Universitas Pendidikan Ganesha (Undiksha) Singaraja, Kabupaten Buleleng, Bali, Prof. Dr. I Wayan Lasmawan, M.Pd., mengkritisi proses pendidikan… https://t.co/Y4NwvuS9Qi https://t.co/2uHkBCgleU",positif,Comitment
Babinsa Koramil 03/Tempuling: Ini Upaya Kita Untuk Peduli Pendidikan Saat Pandemi Covid-19 https://t.co/C3ihrBmqgt https://t.co/sRoOYtRX0o,positif,Comitment
"WEBINAR PRODI MAGISTER PENDIDIKAN MATEMATIKA TENTANG PENELITIAN PADA SAAT COVID-19 JAMBI,- Webinar Nasional Prodi Magister Pendidikan Matematika Unja dengan tema “Penelitian Pada Saat Covid-19” berlangsung pada Kamis, (5/11), kegiatan dibuka oleh Dr. Ir. Noferdiman, M.P Wakil ... https://t.co/9iE2i35hBJ",positif,Comitment
"Pendidikan Saat Pandemi Covid-19, Nadiem Apresiasi Usul Komisi X DPR https://t.co/piytzXaYYh https://t.co/RyXqhfUem5",positif,Confidience
"#FEBIUINSAUNTUKINDONESIA
Masyarakat Indonesia masih juga berjuang untuk memulihkan kembali kehidupan secara normal, baik perekonomian, pendidikan, juga infrastruktur pasca pandemi covid-19. Dampak dari pandemi covid-19 juga masih dirasakan hingga saat ini.",negatif,Composure
"Bagi yg berada di zona hijau &amp; mulai kegiatan sekolah tatap muka, tetap waspada, jgn lupa pakai masker &amp; jaga jarak. Bagi yg ada di pelosok &amp; hingga saat ini msh berada di zona rawan covid namun masih kesulitan melakukan pendidikan jarak jauh, semoga bisa segera ada jalan keluar.",positif,Composure
"Namun, saat pandemi Covid-19 melanda seluruh negeri hingga berakibat pada terjadinya pembatasan interaksi antar sesama manusia yang dalam kasus sektor pendidikan ini seluruh kegiatan belajar-mengajar secara tatap muka dihentikan total.",positif,Confidience
7 Strategi Kampus Optimalkan Penerimaan Dana Mahasiswa Melalui Bantuan Dana Pendidikan saat Covid-19 https://t.co/t4LrukkLoJ https://t.co/zRCGpnpDU2,negatif,Composure
"Ga gitu juga mbakke. Istri saya dekat dengan guru SD anak saya yg Nasrani. Saling menguatkan dan mengingatkan. Beliau dekat dan peduli dgn pendidikan anak saya. Saat beliau berduka kehilangan suaminya karena covid, kami menguatkannya.",positif,Confidience
"Pembelajaran tatap muka saat pandemi Covid-19 perlu dibarengi kesiapan satuan pendidikan dalam memastikan kesehatan siswa. Revitalisasi usaha kesehatan sekolah diperlukan untuk memperkuat promosi kesehatan warga sekolah. #Dikbud #AdadiKompas

https://t.co/8bAsuyNPvd",negatif,Control 
Wajah Pendidikan di Pelosok saat Pandemi Covid-19 https://t.co/GLrdvuJ2TV,negatif,Composure
"Pembelajaran tatap muka saat pandemi Covid-19 perlu dibarengi kesiapan satuan pendidikan dalam memastikan kesehatan siswa. Revitalisasi usaha kesehatan sekolah diperlukan untuk memperkuat promosi kesehatan warga sekolah. #Dikbud #AdadiKompas
https://t.co/FLRFnGWRmM",positif,Confidience
"SELAMAT MEMPERINGATI HARI PENDIDIKAN NASIONAL

Saat pandemi Covid 19,Sekolah Perempuan Muda Pulau Sabutung,Pangkep-Sulsel  membantu anak sekolah yg kesulitan mengerjakan tugas sekolahnya.Silahkan simak videonya:  

https://t.co/ZNITDzghtW…

#SekolahPerempuanPulau
#Hardiknas2020 https://t.co/k40ffNd1jF",negatif,Composure
"Pembelajaran tatap muka saat pandemi Covid-19 perlu dibarengi kesiapan satuan pendidikan dalam memastikan kesehatan siswa. Revitalisasi usaha kesehatan sekolah diperlukan untuk memperkuat promosi kesehatan warga sekolah. #Humaniora #AdadiKompas
https://t.co/S5d9JM2MKu",positif,Control 
"95% Muslim Indonesia mengaku semua atau sebagian besar teman terdekatnya adalah sesama Muslim. Persahabatan antar-umat langka, dan kalau kita percaya ""hipotesis kontak"" (yang teruji secara empirik), ada hubungannya dengan toleransi dan diskriminasi. https://t.co/99y4em9L2G",positif,Composure
"Hai Sobat Dikpora. Di era pemulihan pasca pandemi covid-19 saat ini, pembelajaran di satuan pendidikan tidak bisa dilepaskan dari penggunaan gadget. Hal ini tentu saja menjadi kekhawatiran tersendiri bagi orang tua, https://t.co/nEfGoqJJlH",positif,Confidience
"“Target pendapatan itu harus tercapai. Meskipun pandemi COVID-19, UI tetap berupaya menyelenggarakan proses pendidikan berkualitas dan mencapai peringkat berkelas dunia. Ini semua memerlukan kerja keras dan biaya yang tidak sedikit”

“Baiklah. Kami coba sesuaikan SUC UI saat ini”",positif,Control 
@halogdg @univ_indonesia MASA GINI DOANG RESPONNYA? @univ_indonesia https://t.co/EJGTtw7jDc,positif,Composure
Dunia Pendidikan Diuji saat Pandemi COVID-19 https://t.co/OSHg6Cq0MA #vstory,negatif,Composure
"Nada bicara Sri Mulyani sempat meninggi saat merespons kabar boikot pajak, terutama ketika menjelaskan bahwa pajak merupakan sumber dana untuk membiayai pendidikan masyarakat, penanganan pandemi Covid-19, hingga pembangunan. ⁠",positif,Confidience
"Saat ini semua bcr dampak negatif Covid 19. Hampir tdk ada yg bicara dampak positif Covid 19. Tulisan ini coba ungkap dampak positif Covid 19 bagi dunia pendidikan. Misalnya para ilmuan tdk boleh sombong dan mrs hebat krn virus ini belum ditemukan obatnya.
https://t.co/zckaY0Ig6D",positif,Confidience
Mendikbud Terbitkan SE Pelaksanaan Kebijakan Pendidikan Saat Covid-19 https://t.co/Mm3SAkQvPD https://t.co/YCZdIZ2ErU,negatif,Composure
Mendikbud Terbitkan SE Pelaksanaan Kebijakan Pendidikan Saat Covid-19 https://t.co/nI9yBrwtTl https://t.co/nRQtj7ldAk,negatif,Composure
"Halo mb @puty, mohon maaf menyela. Twit yg mb likes kebetulan beberapa kali muncul di timeline saya sehubungan dgn Covid-19. Mungkin bisa dibaca ulasan bagus dari kakak kelas saya @IndyRin yg saat ini menempuh pendidikan S3 di Kobe 🙏
https://t.co/HE18xj4OQ7",negatif,Comitment
"Penundaan pemulihan pendidikan akibat pandemi Covid-19 diperkirakan bisa merugikan kekayaan generasi anak sekolah saat ini sekitar 21 triliun dolar AS. Untuk itu, pemulihan dengan pembelajaran tatap muka sangat urgen. #Dikbud #AdadiKompas

https://t.co/pMORj83bGQ",negatif,Composure
"Penundaan pemulihan pendidikan akibat pandemi Covid-19 diperkirakan bisa merugikan kekayaan  generasi anak sekolah saat ini sekitar  21 triliun dolar AS. Untuk itu, pemulihan dengan pembelajaran tatap muka sangat urgen. #Dikbud #AdadiKompas
https://t.co/PbzL2hIgJh",negatif,Composure
"KERINGANAN UKT 50%

Halo warga Sosiologi!

Pada pandemi Covid-19 saat ini banyak mahasiswa yang keberatan membayar UKT dikarenakan keadaan ekonomi serta kuliah online yang membutuhkan kuota banyak. Maka dari itu Kementerian Pendidikan dan Kebudayaan memberikan keringanan UKT https://t.co/dS49io5iJ7",negatif,Composure
menteri pendidikan yang kemarin membagikan kuota untuk pelajar saat pandemi covid-19 sekarang lagi ulang tahun yg ke-38 loohh! HBD Nadiem https://t.co/5AOsQvlMwn,positif,Comitment
"Pemulihan pendidikan saat ini difokuskan untuk mengatasi ketertinggalan pembelajaran atau ”learning loss” yang terjadi bukan hanya karena pandemi Covid-19, melainkan sudah terjadi selama 20 tahun terakhir. #Dikbud #Kompas57 
https://t.co/4xNaXD1HGZ",negatif,Comitment
"[Narasi Indonesia Emas
2045] 
Seperti yang kita ketahui saat ini, regulasi-regulasi yang berkaitan dengan pembatasan kegiatan akibat covid-19 telah mulai dilonggarkan. Hal ini juga akan kembali berdampak salah satunya pada bidang pendidikan.",negatif,Control 
"Pandemi Covid-19 yang terkendali saat ini membuat aktivitas belajar mengajar berangsur-angsur kembali ke offline. Bagaimana perusahaan teknologi pendidikan seperti Ruangguru mengantisipasi kondisi ini?
Selengkapnya 
https://t.co/RzjphrZ1Ph",positif,Composure
"Kasus harian Covid-19 di DKI Jakarta tembus angka 686 kasus pada hari ini.membuat gubernur DKI Jakarta Anies Baswedan menjadi khawatir dengan kondisi saat ini.mantan Menteri pendidikan nasional tersebut, meminta warga Jakarta lebih mengoptimalkan pemakaian masker di luar ruangan",positif,Control 
Hal ini semakin terasa saat pandemi Covid-19 melanda seluruh dunia dan memaksa sektor pendidikan untuk berjalan secara daring.,positif,Control 
"Athia Yumna (Wakil Direktur Bidang Penelitian dan Penjangkauan, The SMERU Research Institute) akan memaparkan studi tentang pendidikan jarak jauh saat pandemi COVID-19 yang didanai KSI. Studi ini berhasil memengaruhi penyusunan kebijakan di Kemendikbud.",positif,Control 
"Dua tahun sepanjang tempoh pandemik Covid-19 adalah saat paling sukar buat Kementerian Pendidikan (KPM),"" kata Menteri Kanan Pendidikan, Datuk Dr Radzi Jidin.

Beliau berkata, ia berikutan tempoh itu tidak pernah dilalui oleh mana-mana menteri dan menjadi sejarah negara. https://t.co/0wuoFvjSkp",positif,Confidience
"Sejarah Bangsa Indonesia dr '45 hingga 2022 ini. Pemerintah saat ini sdg berusaha keras membuat landasan agar pendidikan, perekonomian rakyat bergerak maju secara bertahan.  Mendpt hambatan munculnya wabah Covid-19. Perlu kerja lebih cerdas &amp; dukungan penuh dr seluruh Rakyat",positif,Control 
Dilema Pendidikan di Saat Covid-19 https://t.co/tMlsh9rsDv,negatif,Composure
Menteri Nadiem Buka-bukaan Soal Pendidikan Saat Pandemi Covid https://t.co/aamxgfO9ON,positif,Control 
Walikota: Jaga Kualitas Pendidikan Saat Pandemi Covid-19 https://t.co/fKa1pLe6TE,positif,Confidience
Walikota: Jaga Kualitas Pendidikan Saat Pandemi Covid-19 https://t.co/p346JAeI3u,positif,Confidience
"Pendidikan Saat Covid-19, Bupati Dharmasraya: Perlu Kolaborasi Pusat dan Daerah https://t.co/37fvOeSvoq",negatif,Composure
"@iimfahima Saya bertanya-tanya. Apakan Kemendikbud sudah riset perkembangan COVID-19 saat ini ya? Varian baru yg lebih menular dan berbahaya saja sudah masuk Indonesia, kok malah ingin tatap muka
Saya paham bahwa ini situasi yg sulit. Skala prioritasnya apa? Keselamatan atau pendidikan?",positif,Comitment
"Kreativitas menjadi kunci bagi Wawan mendampingi anak berkebutuhan khusus agar tetap mengeyam pendidikan seutuhnya. Saat pandemi Covid-19, kebiasaannya berkreasi mengurangi beban anak berkebutuhan khusus. 

#Sosok #adadikompas 
https://t.co/JJFfnwk1SL",negatif,Composure
"Lagu ‘Kesadaran Seorang Anak’ adalah yang paling pas untuk mengingat kembali masa-masa saat di Madrasah. 
@muallimin_jogja 
https://t.co/kxzfDZPCal 
#Muhammadiyah #Pendidikan #Covid",negatif,Confidience
"#Bachok  Dua tahun sepanjang tempoh pandemik Covid-19 adalah saat paling sukar buat Kementerian Pendidikan (KPM),"" kata Menteri Kanan Pendidikan, Datuk Dr Radzi Jidin. https://t.co/6QSoEBtiOF",positif,Composure
Anggota Komisi X DPR Kunjungi Pemkab Tangerang Pantau Program Pendidikan saat Covid-19 https://t.co/x5m0Bj271H,negatif,Composure
Pengaruh Teknologi Pendidikan di Indonesia pada Saat Pandemi Covid-19 https://t.co/uRr0nBrlB7,positif,Confidience
"Pandemi Covid-19 saat ini membuat seluruh instansi pendidikan mengadakan Pembelajaran Jarak Jauh (PJJ) yang mengharuskan mahasiswanya untuk berkuliah melalui laptop atau handphone dengan berbagai platform seperti zoom meeting, google meet, google classroom ataupun sebagainya. https://t.co/AJ2kUyyTwv",positif,Control 
Nak orang tuamu kepayahan saat covid kerja susah usaha tak seperti biasa untuk biaya pendidikan dan isi perutmu itu. Kamu malah bertindak arogan seolah ketololan adalah nama tengah mu,positif,Composure
"Guru Berperan Penting, TikTok Prioritaskan Konten Pendidikan saat Pandemi Covid-19 https://t.co/56asYAN23R",positif,Composure
Dis! Halal dikata-katain. https://t.co/N21YEAjFny,negatif,Confidience
"[HARI PENDIDIKAN NASIONAL]
Walau pandemi Covid-19 ini belum berakhir, pendidikan yang layak dan maju perlu didapatkan oleh seluruh generasi penerus negeri ini. Jangan sampai keterbatasan yang terjadi saat ini mematahkan semangat untuk terus belajar.. https://t.co/oPMdtdFE83",negatif,Composure
"Peduli Pendidikan saat Pendemi Covid-19, Polres Siak Siapkan Internet Gratis Bagi Pelajar https://t.co/R0DmlPxmz4",positif,Confidience
"Hal ini bertujuan agar Sergai cepat pulih dari virus Covid-19 dan semua masyarakat bisa beraktivitas kembali seperti biasanya.

Selain itu, pembangunan infrastrukur jalan, pertanian, pendidikan, kesehatan dan program lainnya merupakan program yang sedang berjalan saat ini.",positif,Control 
"Jika aku menjadi Menteri Pendidikan saat Masa Pendemik Covid-19 ini, 
Liat kondisi fasilitas ini, daripada bingung2 rubah persentase pencapaian setiap matpel.
Saatnya manfaatkan waktu panjang ini untuk meningkatkan keterampilan membaca, berbicara dan menulis anak Indonesia dulu",positif,Comitment
Pendidikan kunci meraih kemajuan. Pada saat covid-19 tidak boleh berhenti belajar. Justru dimanfaatkan untuk menimba ilmu sebanyak-banyaknya guna mempersiapkan diri. Daftar ke UIC untuk mempersiapkan diri menggapai masa depan gemilang https://t.co/ZNF0Xq7SKy,positif,Comitment
"@DonAdam68 Menteri Pendidikan bukan tempat yang tepat untuk Nadiem. Saat pandemi covid 19 dengan pendidikan online, rakyat butuh kehadiran negara untuk memfasilitasi sarana yang dibutuhkan, jangan sampai siswa tidak mampu berhenti bersekolah!!!",positif,Confidience
"Dinilai Tak Serius Urus Pendidikan Saat Pendemi Covid-19, Azyumardi Azra: Nilai Raport Nadiem Makarim Merah https://t.co/iUIL3gfdkG https://t.co/b8V8zPV2tG",negatif,Control 
Ini Panduan untuk Pesantren dan Pendidikan Keagamaan Saat COVID-19 https://t.co/9CGlolaVvw https://t.co/9yKXYNZmjf,negatif,Composure
Potret Pendidikan Indonesia Saat Covid Melanda https://t.co/fXbg5lHU3L,positif,Confidience
"“Di saat sulit pandemi wabah Covid 19, nafkah guru malah dipotong-potong,” kata Fikri, Selasa (14/4/2020).
Politisi PKS  ini menyoroti pemotongan khususnya di sektor pendidikan.
“Tunjangan guru malah dipotong hingga triliunan rupiah,” ujarnya. https://t.co/woPzN54erJ",negatif,Composure
Mendikbud Terbitkan SE Pelaksanaan Kebijakan Pendidikan Saat Covid-19 https://t.co/WoGzhN84AQ,negatif,Composure
Beberapa dekade terakhir kemajuan besar telah dicapai melalui kerjasama dgn berbagai pihak utk meningkatkan akses pendidikan bg penyandang autisme Namun saat pandemi COVID-19 muncul di thn 2020 sebagian besar negara mengambil langkah utk menutup sekolah &amp; mengubah metode belajar,positif,Confidience
"Walikota Jaya Negara menerangkan bahwa meski dalam situasi pandemi di Kota Denpasar yang telah melandai, namun dalam dunia pendidikan dengan kondisi Covid-19 saat ini masih belum bisa berjalan normal.",positif,Comitment
Krn pandemi Covid-19 telah membawa momen refleksi kepada berbagai pihak mengenai tantangan sistem pendidikan yang dihadapi dunia saat ini #G20BersamaIndonesia,positif,Confidience
"Mendikbudristek RI Nadiem Makarim mengatakan, pandemi Covid-19 telah membawa momen refleksi kepada berbagai pihak mengenai tantangan sistem pendidikan yang dihadapi dunia saat ini. #G20BersamaIndonesia",positif,Composure
"Besok saat G20 akan ada 27 negara dengan 4 agenda utama yaitu membahas pendidikan, teknologi digital pendidikan, solidaritas dan kemitraan dan transformasi pendidikan pasca covid daat ini #G20BersamaIndonesia https://t.co/9QuEuNpSwi",positif,Control 
"Pendidikan Karakter Saat Pandemi COVID-19 Tanggung Jawab Siapa?
https://t.co/BMVJsylrMZ",negatif,Composure
"Pandemi Covid-19 telah membawa momen refleksi kepada berbagai pihak mengenai tantangan sistem pendidikan yang dihadapi dunia saat ini,” ujar Nadiem saat membuka G20 Education Working Group (EdWG) 2022 pada Rabu,16 Maret 2022.
https://t.co/mEMpaP6wLV
Jokowi Gas Pol Pendidikan https://t.co/9cw3LAdLX0",positif,Confidience
"Dinas Pendidikan dan Kebudayaan Kota Sorong mengatakan, meski kasus aktif Covid 19 di Kota Sorong menurun, sementara pembelajaran di semua sekolah saat ini mengutamakan penerapan protokol kesehatan, tidak ada pelonggaran disiplin proke di sekolah.  #AyoVaksinCovid19 https://t.co/2GodNcudzm",positif,Control 
Pandemi Covid-19 telah membawa momen refleksi kepada berbagai pihak mengenai tantangan sistem pendidikan yang dihadapi dunia saat ini. https://t.co/lqAgWM9HMR,positif,Confidience
Pandemi Covid-19 telah membawa momen refleksi kepada berbagai pihak mengenai tantangan sistem pendidikan yang dihadapi dunia saat ini. https://t.co/2HuQOr5wLi,positif,Comitment
"Pemerintah Perlu Lakukan Inovasi Pendidikan saat Pandemi Covid-19

https://t.co/dfcCxw2xAH",positif,Control 
"@dr_koko28 Tp pendidikan Pjj saat covid ini kayaknya gimanaaaaaa gitu dok...
Bnyk yg modelnya kasih tugas via WA..kerjain ..selesai..",positif,Confidience
"Ringankan Biaya Pendidikan Saat Pandemi Covid, Mahasiswa Venus One Tourism Academy Bayar Kuliah dengan Buah Kelapa https://t.co/Ic89d2UBn6",positif,Control 
TKK 6 PENABUR Apresiasi Para Pahlawan Pendidikan Saat Pandemi Covid-19 Lewat Lagu - https://t.co/ELlKeKPeTd ..........,positif,Confidience
"colek @Kemdikbud_RI RT @MediaCenterJKW: @Prof_Azyumardi desak Mendikbud lebih serius garap pendidikan saat COVID-19. Colek pak @jokowi

https://t.co/5zezgjHDVF",positif,Confidience
Din Syamsuddin: Pendidikan Saat Covid-19 Harus Tetap Beragenda Membangun Karakter Seperti Disuarakan Bung Karno https://t.co/QQBmUsbtv6,negatif,Composure
Din Syamsuddin: Pendidikan Saat Covid-19 Harus Tetap Beragenda Membangun Karakter Seperti Disuarakan Bung Karno https://t.co/UPuIMaC7HE,negatif,Composure
"Bencana Nasional Covid-19; Lewat International Sharing Session, Unitomo Kupas Eksistensi Pendidikan Saat Pandemi Covid-19 | #kuatkitabersinar  https://t.co/LylR9YFWyp",negatif,Composure
"International Sharing Session, Unitomo Kupas Eksistensi Pendidikan Saat Covid-19
https://t.co/4cDTaTkhls",positif,Confidience
Mendikbud Terbitkan Surat Edaran Pelaksanaan Kebijakan Pendidikan Saat Covid-19 https://t.co/9sPKzTWVSi #Nusantara #NKRI #Nasional,positif,Control 
Ini Rincian Isi Surat Edaran Mendikbud Pelaksanaan Kebijakan Pendidikan Saat Covid-19 https://t.co/4P9aOCZiCO,positif,Control 
"Mendikbudristek, Nadiem Makarim mengatakan, “Pandemi Covid-19 telah membawa momen refleksi kepada berbagai pihak mengenai tantangan sistem pendidikan yang dihadapi dunia saat ini."" 

Pak Jokowi Gas Pol Pendidikan https://t.co/CXPALOsHBD",positif,Comitment
Pendidikan Masyarakat di saat Pandemi Covid-19 https://t.co/uOi64DulMP,positif,Comitment
"Menurut Nadiem, pandemi Covid-19 telah membawa momen refleksi kepada berbagai pihak mengenai tantangan sistem pendidikan yang dihadapi dunia saat ini. https://t.co/1bRbBgRMhf",negatif,Composure
"MENTERI Pendidikan, Kebudayaan, Riset, dan Teknologi Nadiem Makarim mengatakan, pandemi covid-19 telah membawa momen refleksi kepada berbagai pihak mengenai tantangan sistem pendidikan yang dihadapi dunia saat ini.

Sumber: https://t.co/a1EoP4uw38",positif,Confidience
"Perempuan yang akrab disapa Liany itu menuturkan, ia membuka rumah baca itu pada Juli 2021. Saat itu, Covid-19 sedang merebak di Kabupaten Manggarai Barat. Hampir semua sektor kehidupan lumpuh, termasuk pendidikan. / #Regional #JernihkanHarapan

https://t.co/uEjVdfc5MA",positif,Confidience
